name,image_url,error
0462ee39527347768d2317aa7eb2f945.jpg,https://image.pxgo.com.tw/pic/2024/10/04/0462ee39527347768d2317aa7eb2f945.jpg,"下載失敗, 錯誤原因: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
